ID,Prob1
328, 0.39
329, 0.18
330, 0.10
331, 0.51
332, 0.21
333, 0.28
334, 0.34
335, 0.25
336, 0.48
337, 0.96
338, 0.21
339, 0.23
340, 0.34
341, 0.24
342, 0.04
343, 0.11
344, 0.39
345, 0.68
346, 0.66
347, -0.00
348, 0.10
349, 0.39
350, 0.09
351, 0.42
352, 0.16
353, 0.50
354, 0.48
355, 0.20
356, 0.14
357, 0.47
358, 0.23
359, 0.21
360, 0.30
361, 0.18
362, 0.20
363, 0.57
364, 0.26
365, 0.83
366, 0.20
367, 0.21
368, 0.24
369, 0.48
370, 0.17
371, 0.16
372, 0.30
373, 0.14
374, 0.50
375, 0.11
376, 0.60
377, 0.08
378, 0.67
379, 0.18
380, 0.41
381, 0.18
382, 0.28
383, 0.81
384, 0.47
385, 0.35
386, 0.22
387, 0.51
388, 0.23
389, 0.27
390, 0.09
391, 0.20
392, 0.79
393, 0.25
394, 0.38
395, 0.28
396, 0.65
397, 0.18
398, 0.33
399, 0.81
400, 0.41
401, 0.41
402, 0.04
403, 0.15
404, 0.46
405, 0.22
406, 0.34
407, 0.22
408, 0.19
409, 0.30
410, 0.10
411, 0.42
412, 0.40
413, 0.22
414, 0.16
415, 0.11
416, 0.34
417, 0.19
418, 0.23
419, 0.36
420, 0.35
421, 0.23
422, 0.31
423, 0.14
424, 0.28
425, 0.24
426, 0.21
427, 0.11
428, 0.22
429, 0.05
430, 0.26
431, 0.69
432, 0.08
433, 0.18
434, 0.55
435, 0.27
436, 0.49
437, 0.47
438, 0.42
439, 0.15
440, 0.27
441, 0.31
442, 0.66
443, 0.30
444, 0.17
445, 0.11
446, 0.45
447, 0.13
448, 0.95
449, 0.32
450, 0.27
451, 0.64
452, 0.51
453, 0.40
454, 0.33
455, 0.14
456, 0.73
457, 0.34
458, 0.40
459, 0.20
460, 0.73
461, 0.09
462, 0.19
463, 0.34
464, 0.18
465, 0.04
466, 0.14
467, 0.34
468, 0.21
469, 0.30
470, 0.47
471, 0.38
472, 0.31
473, 0.29
474, 0.33
475, 0.41
476, 0.20
477, 0.21
478, 0.45
479, 0.21
480, 0.17
481, 0.28
482, 0.46
483, 0.37
484, 0.11
485, 0.85
486, 0.61
487, 0.78
488, 0.43
489, 0.63
490, 0.18
491, 0.27
492, 0.10
493, 0.09
494, 0.64
495, 0.38
496, 0.90
497, 0.66
498, 0.90
499, 0.40
500, 0.39
501, 0.19
502, 0.34
503, 0.18
504, 0.61
505, 0.19
506, 0.37
507, 0.09
508, 0.30
509, 0.41
510, 0.46
511, 0.15
512, 0.17
513, 0.07
514, 0.25
515, 0.66
516, 0.11
517, 0.40
518, 0.35
519, 0.88
520, 0.56
521, 0.46
522, 0.45
523, 0.50
524, 0.32
525, 0.53
526, 0.26
527, 0.40
528, 0.60
529, 0.25
530, 0.19
531, 0.48
532, 0.33
533, 0.19
534, 0.78
535, 0.38
536, 0.33
537, 0.09
538, 0.27
539, 0.24
540, 0.13
541, 0.05
542, 0.83
543, 0.40
544, 0.24
545, 0.59
546, 0.43
547, 0.12
548, 0.82
549, 0.20
550, 0.51
551, 0.16
552, 0.76
553, 0.19
554, 0.27
555, 0.12
556, 0.18
557, 0.14
558, 0.40
559, 0.20
560, 0.30
561, 0.34
562, 0.20
563, 0.25
564, 0.33
565, 0.35
566, 0.08
567, 0.51
568, 0.35
569, 0.21
570, 0.30
571, 0.12
572, 0.15
573, 0.36
574, 0.35
575, 0.28
576, 0.15
577, 0.68
578, 0.37
579, 0.41
580, 0.61
581, 0.33
582, 0.62
583, 0.41
584, 0.11
585, 0.24
586, 0.78
587, 0.84
588, 0.23
589, 0.90
590, 0.05
591, 0.17
592, 0.73
593, 0.36
594, 0.27
595, 0.39
596, 0.38
597, 0.41
598, 0.18
599, 0.18
600, 0.49
601, 0.24
602, 0.26
603, 0.62
604, 0.04
605, 0.12
606, 0.51
607, 0.05
608, 0.36
609, 0.17
610, 0.31
611, 0.59
612, 0.37
613, 0.50
614, 0.34
615, 0.04
616, 0.34
617, 0.25
618, 0.10
619, 0.42
620, 0.52
621, 0.69
622, 0.19
623, 0.31
624, 0.17
625, 0.16
626, 0.24
627, 0.18
628, 0.45
629, 0.65
630, 0.44
631, 0.46
632, 0.32
633, 0.21
634, 0.18
635, 0.56
636, 0.54
637, 0.20
638, 0.43
639, 0.29
640, 0.18
641, 0.57
642, 0.31
643, 0.59
644, 0.52
645, 0.14
646, 0.19
647, 0.21
648, 0.23
649, 0.23
650, 0.32
651, 0.15
652, 0.86
653, 0.09
654, 0.11
655, 0.40
656, 0.28
657, 0.78
658, 0.50
659, 0.19
660, 0.80
661, 0.33
662, 0.13
663, 0.13
664, 0.84
665, 0.12
666, 0.13
667, 0.32
668, 0.78
669, 0.16
670, 0.01
671, 0.23
672, 0.20
673, 0.09
674, 0.21
675, 0.59
676, 0.31
677, 0.47
678, 0.23
679, 0.12
680, 0.84
681, 0.34
682, 0.21
683, 0.79
684, 0.31
685, 0.23
686, 0.11
687, 0.10
688, 0.10
689, 0.42
690, 0.54
691, 0.23
692, 0.82
693, 0.48
694, 0.63
695, 0.54
696, 0.30
697, 0.25
698, 0.02
699, 0.38
700, 0.49
701, 0.32
702, 0.25
703, 0.56
704, 0.60
705, 0.38
706, 0.38
707, 0.11
708, 0.10
709, 0.09
710, 0.08
711, 0.96
712, 0.19
713, 0.12
714, 0.24
715, 0.33
716, 0.69
717, 0.29
718, 0.71
719, 0.18
720, 0.43
721, 0.73
722, 0.57
723, 0.44
724, 0.27
725, 0.72
726, 0.24
727, 0.78
728, 0.44
729, 0.25
730, 0.16
731, 0.21
732, 0.16
733, 0.11
734, 0.15
735, 0.32
736, 0.25
737, 0.17
738, 0.83
739, 0.43
740, 0.76
741, 0.94
742, 0.18
743, 0.17
744, 0.43
745, 0.64
746, 0.87
747, 0.55
748, -0.03
749, 0.16
750, 0.15
751, 0.46
752, 0.24
753, 0.06
754, 0.21
755, 0.43
756, 0.51
757, 0.16
758, 0.10
759, 0.29
760, 0.17
761, 0.33
762, 0.48
763, 0.22
764, 0.27
765, 0.19
766, 0.14
767, 0.04
768, 0.35
769, 0.72
770, 0.59
771, 0.02
772, 0.28
773, 0.16
774, 0.25
775, 0.12
776, 0.12
777, -0.01
778, 0.38
779, 0.09
780, 0.87
781, 0.09
782, 0.07
783, 0.15
784, 0.29
785, 0.34
786, 0.46
787, 0.60
788, 0.78
789, 0.16
790, 0.24
791, 0.44
792, 0.26
793, 0.66
794, 0.90
795, 0.29
796, 0.20
797, 0.98
798, 0.76
799, 0.41
800, 0.69
801, 0.36
802, 0.37
803, 0.13
804, 0.33
805, 0.78
806, 0.27
807, 0.27
808, 0.10
809, 0.32
810, 0.36
811, 0.93
812, 0.21
813, 0.27
814, 0.38
815, 0.01
816, 0.29
817, 0.52
818, 0.23
819, 0.33
820, 0.36
821, 0.48
822, 0.25
823, 0.39
824, 0.22
825, 0.34
826, 0.92
827, 0.26
828, 0.18
829, 0.69
830, 0.50
831, 0.04
832, 0.22
833, 0.56
834, 0.29
835, 0.84
836, 0.47
837, 0.19
838, 0.62
839, -0.00
840, 0.24
841, 0.26
842, 0.07
843, 0.63
844, 0.40
845, 0.45
846, 0.37
847, 0.40
848, 0.19
849, 0.81
850, 0.27
851, 0.68
852, 0.31
853, 0.41
854, 0.17
855, 0.37
856, 0.48
857, 0.41
858, 0.14
859, 0.25
860, 0.01
861, 0.03
862, 0.37
863, 0.34
864, 0.53
865, 0.41
866, 0.06
867, 0.42
868, 0.30
869, 0.02
870, 0.85
871, 0.32
872, 0.32
873, 0.40
874, 0.49
875, 0.45
876, 0.44
877, 0.26
878, 0.32
879, 0.21
880, 0.07
881, 0.21
882, 0.24
883, 0.34
884, 0.21
885, 0.14
886, 0.17
887, 0.40
888, 0.37
889, 0.78
890, 0.18
891, 0.21
892, 0.71
893, 0.35
894, 0.32
895, 0.18
896, 0.24
897, 0.23
898, 0.68
899, 0.09
900, 0.81
901, 0.84
902, 0.44
903, 0.16
904, 0.77
905, 0.94
906, 0.47
907, 0.91
908, 1.00
909, 0.45
910, 0.29
911, 0.09
912, 0.05
913, 0.41
914, 0.02
915, 0.28
916, 0.25
917, 0.25
918, 0.24
919, 0.33
920, 0.65
921, 0.48
922, 0.08
923, 0.47
924, 0.75
925, 0.11
926, 0.11
927, 0.38
928, 0.66
929, 0.26
930, 0.27
931, 0.01
932, 0.08
933, 0.57
934, 0.04
935, 0.19
936, 0.19
937, 0.57
938, 0.65
939, 0.88
940, 0.24
941, 0.17
942, 0.83
943, 0.29
944, 0.27
945, 0.07
946, 0.49
947, 0.07
948, 0.34
949, 0.30
950, 0.46
951, 0.60
952, 0.15
953, 0.96
954, 0.27
955, 0.40
956, 0.23
957, 0.02
958, 0.56
959, 0.20
960, 0.33
961, 0.53
962, 0.12
963, 0.29
964, 0.25
965, 0.09
966, 0.80
967, 0.48
968, 0.02
969, 0.34
970, 0.69
971, 0.73
972, 0.42
973, 0.24
974, 0.79
975, 0.68
976, 0.20
977, 0.22
978, 0.24
979, 0.16
980, 0.37
981, 0.25
982, 0.57
983, 0.39
984, 0.18
985, 0.01
986, 0.16
987, 0.38
988, 0.02
989, 0.48
990, 0.14
991, 0.48
992, 0.17
993, 0.15
994, 0.01
995, 0.35
996, 0.58
997, 0.45
998, 0.47
999, 0.16
1000, 0.06
1001, 0.76
1002, 0.52
1003, 0.42
1004, 0.70
1005, 0.20
1006, 0.15
1007, 0.79
1008, 0.13
1009, 0.74
1010, 0.10
1011, 0.84
1012, 0.18
1013, 0.65
1014, 0.47
1015, 0.22
1016, 0.68
1017, 0.74
1018, 0.40
1019, 0.24
1020, 0.47
1021, 0.66
1022, 0.46
1023, 0.97
1024, 0.17
1025, 0.51
1026, 0.34
1027, 0.76
1028, 0.51
1029, 0.59
1030, 0.23
1031, 0.64
1032, 0.36
1033, 0.23
1034, 0.23
1035, 0.71
1036, 0.15
1037, 0.33
1038, 0.39
1039, 0.26
1040, 0.34
1041, 0.56
1042, 0.37
1043, 0.48
1044, 0.58
1045, 0.24
1046, 0.20
1047, 0.00
1048, 0.75
1049, 0.50
1050, 0.02
1051, 0.46
1052, 0.24
1053, 0.19
1054, 0.26
1055, 0.10
1056, 0.27
1057, 0.30
1058, 0.31
1059, 0.26
1060, 0.36
1061, 0.06
1062, 0.19
1063, 0.56
1064, 0.10
1065, 0.37
1066, 0.21
1067, 0.49
1068, 0.18
1069, 0.23
1070, 0.83
1071, 0.54
1072, 0.66
1073, 0.52
1074, 0.30
1075, 0.22
1076, 0.36
1077, 0.41
1078, 0.07
1079, 0.35
1080, 0.10
1081, 0.57
1082, 0.39
1083, 0.09
1084, 0.24
1085, 0.18
1086, 0.00
1087, 0.48
1088, 0.56
1089, 0.47
1090, 0.14
1091, -0.01
1092, 0.21
1093, 0.21
1094, 0.05
1095, 0.24
1096, 0.38
1097, 0.24
1098, 0.30
1099, 0.24
1100, 0.40
1101, 0.22
1102, 0.25
1103, 0.57
1104, 0.52
1105, 0.42
1106, 0.54
1107, 0.12
1108, 0.43
1109, 0.55
1110, 0.72
1111, 0.26
1112, 0.74
1113, 0.36
1114, 0.14
1115, 0.34
1116, 0.28
1117, 0.14
1118, 0.07
1119, 0.30
1120, 0.53
1121, 0.32
1122, 0.16
1123, 0.24
1124, 0.64
1125, 0.15
1126, 0.35
1127, 0.20
1128, 0.29
1129, 0.40
1130, 0.41
1131, 0.29
1132, 0.34
1133, 0.39
1134, 0.55
1135, 0.56
1136, 0.79
1137, 0.17
1138, 0.32
1139, 0.59
1140, 0.56
1141, 0.12
1142, 0.30
1143, 0.33
1144, 0.77
1145, 0.28
1146, 0.08
1147, 0.14
1148, 0.07
1149, 0.41
1150, 0.16
1151, 0.19
1152, 0.34
1153, 0.18
1154, 0.08
1155, 0.20
1156, 0.09
1157, 0.21
1158, 0.52
1159, 0.22
1160, 0.33
1161, 0.06
1162, 0.07
1163, 0.63
1164, 0.31
1165, 0.83
1166, 0.45
1167, 0.19
1168, 0.19
1169, 0.31
1170, 0.18
1171, 0.63
1172, 0.32
1173, 0.67
1174, 0.35
1175, 0.49
1176, 0.91
1177, 0.63
1178, 0.47
1179, 0.24
1180, 0.14
1181, 0.08
1182, 0.15
1183, 0.34
1184, 0.60
1185, 0.71
1186, 0.18
1187, 0.19
1188, 0.34
1189, 0.38
1190, 0.20
1191, 0.24
1192, 0.25
1193, 0.28
1194, 0.55
1195, 0.30
1196, 0.25
1197, 0.17
1198, 0.50
1199, 0.29
1200, 0.37
1201, 0.44
1202, 0.71
1203, 0.63
1204, 0.11
1205, 0.34
1206, 0.65
1207, 0.38
1208, 0.15
1209, 0.92
1210, 0.56
1211, 0.14
1212, 0.43
1213, 0.25
1214, 0.46
1215, 0.54
1216, 0.22
1217, 0.13
1218, 0.36
1219, 0.39
1220, 0.22
1221, 0.22
1222, 0.34
1223, 0.20
1224, 0.05
1225, 0.20
1226, 0.17
1227, 0.23
1228, 0.29
1229, 0.49
1230, 0.26
1231, 0.53
1232, 0.14
1233, 0.55
1234, 0.24
1235, 0.07
1236, 0.25
1237, 0.27
1238, 0.12
1239, 0.77
1240, 0.25
1241, 0.22
1242, 0.87
1243, 0.15
1244, 0.26
1245, 0.39
1246, 0.44
1247, 0.87
1248, 0.63
1249, 0.23
1250, 0.39
1251, 0.20
1252, 0.41
1253, 0.14
1254, 0.26
1255, 0.16
1256, 0.60
1257, 0.07
1258, 0.18
1259, 0.18
1260, 0.22
1261, 0.22
1262, 0.38
1263, 0.20
1264, 0.03
1265, 0.02
1266, 0.53
1267, 0.15
1268, 0.07
1269, 0.10
1270, 0.35
1271, 0.36
1272, 0.18
1273, 0.38
1274, 0.08
1275, 0.24
1276, 0.28
1277, 0.02
1278, 0.61
1279, 0.09
1280, 0.53
1281, 0.08
1282, 0.36
1283, 0.67
1284, 0.21
1285, 0.44
1286, 0.31
1287, 0.25
1288, 0.13
1289, 0.24
1290, 0.36
1291, 0.18
1292, 0.13
1293, 0.39
1294, 0.70
1295, 0.36
1296, 0.26
1297, 0.11
1298, 0.24
1299, 0.09
1300, 0.15
1301, 0.26
1302, 0.55
1303, 0.43
1304, 0.15
1305, 0.40
1306, 0.01
1307, 0.61
1308, 0.05
1309, 0.25
1310, 0.43
1311, 0.46
1312, 0.58
1313, 0.31
1314, 0.15
1315, 0.10
1316, 0.07
1317, 0.23
1318, 0.19
1319, 0.21
1320, 0.36
1321, 0.50
1322, 0.55
1323, 0.11
1324, 0.79
1325, 0.53
1326, 0.06
1327, 0.67
1328, 0.37
1329, 0.13
1330, 0.22
1331, 0.18
1332, 0.24
1333, 0.06
1334, 0.29
1335, 0.07
1336, 0.16
1337, 0.25
1338, 0.24
1339, 0.34
1340, 0.52
1341, 0.73
1342, 0.93
1343, 0.79
1344, 0.64
1345, 0.23
1346, 0.14
1347, 0.54
1348, 0.24
1349, 0.24
1350, 0.05
1351, 0.35
1352, 0.02
1353, 0.24
1354, 0.30
1355, 0.27
1356, 0.11
1357, 0.22
1358, 0.26
1359, 0.07
1360, 0.63
1361, 0.54
1362, 0.34
1363, 0.20
1364, 0.26
1365, 0.64
1366, 0.82
1367, 0.52
1368, 0.10
1369, 0.51
1370, 0.28
1371, 0.50
1372, 0.58
1373, 0.20
1374, 0.16
1375, 0.35
1376, 0.36
1377, -0.01
1378, 0.35
1379, 1.00
1380, 0.17
1381, 0.95
1382, 0.46
1383, 0.63
1384, 0.08
1385, 0.33
1386, 0.41
1387, 0.35
1388, 0.33
1389, 0.43
1390, 0.37
1391, 0.55
1392, 0.31
1393, 0.59
1394, 0.26
1395, 0.09
1396, 0.61
1397, 0.55
1398, 0.11
1399, 0.74
1400, 0.15
1401, 0.25
1402, 0.29
1403, 0.35
1404, 0.94
1405, 0.03
1406, 0.38
1407, 0.34
1408, 0.36
1409, -0.11
1410, 0.20
1411, 0.28
1412, 0.09
1413, 0.05
1414, 0.01
1415, 0.27
1416, 0.16
1417, 0.37
1418, 0.36
1419, 0.33
1420, 0.17
1421, 0.21
1422, 0.48
1423, 0.26
1424, 0.83
1425, 0.22
1426, 0.61
1427, 0.08
1428, 0.03
1429, 0.17
1430, 0.31
1431, 0.06
1432, 0.25
1433, 0.37
1434, 0.22
1435, 0.55
1436, 0.49
1437, 0.43
1438, 0.19
1439, 0.12
1440, 0.35
1441, 0.26
1442, 0.24
1443, 0.10
1444, 0.17
1445, 0.31
1446, 0.35
1447, 0.21
1448, 0.40
1449, 0.27
1450, 0.05
1451, 0.27
1452, 0.26
1453, 0.20
1454, 0.13
1455, 0.02
1456, 0.02
1457, 0.69
1458, 0.73
1459, 0.50
1460, 0.26
1461, 0.26
1462, 0.23
1463, 0.19
1464, 0.81
1465, 0.76
1466, 0.07
1467, 0.07
1468, 0.83
1469, 0.26
1470, 0.24
1471, 0.27
1472, 0.85
1473, 0.48
1474, 0.13
1475, 0.75
1476, 0.18
1477, 0.29
1478, 0.37
1479, 0.49
1480, 0.49
1481, 0.43
1482, 0.37
1483, 0.13
1484, 0.65
1485, 0.08
1486, 0.03
1487, 0.18
1488, 0.50
1489, 0.24
1490, 0.24
1491, 0.69
1492, 0.65
1493, 0.21
1494, 0.71
1495, 0.85
1496, 0.81
1497, 0.17
1498, 0.25
1499, 0.35
1500, 0.74
1501, 0.15
1502, 0.22
1503, 0.96
1504, 0.25
1505, 0.25
1506, 0.02
1507, 0.62
1508, 0.16
1509, 0.40
1510, 0.48
1511, 0.05
1512, 0.07
1513, 0.18
1514, 0.24
1515, 0.07
1516, 0.26
1517, 0.36
1518, 0.37
1519, 0.24
1520, 0.10
1521, 0.51
1522, 0.18
1523, 0.13
1524, 0.29
1525, 0.47
1526, 0.55
1527, 0.20
1528, 0.25
1529, 0.73
1530, 0.76
1531, 0.35
1532, 0.33
1533, 0.09
1534, 0.18
1535, 0.27
1536, 0.02
1537, 0.73
1538, 0.64
1539, 0.62
1540, 0.76
1541, 0.31
1542, 0.22
1543, 0.21
1544, 0.13
1545, 0.54
1546, 0.16
1547, 0.32
1548, 0.22
1549, 0.74
1550, 0.38
1551, 0.53
1552, 0.24
1553, 0.22
1554, 0.08
1555, 0.74
1556, 0.05
1557, 0.53
1558, 0.88
1559, 0.27
1560, 0.08
1561, 0.16
1562, 0.67
1563, 0.22
1564, 0.28
1565, 0.76
1566, 0.03
1567, 0.18
1568, 0.71
1569, 0.16
1570, 0.18
1571, 0.04
1572, 0.38
1573, 0.52
1574, 0.43
1575, 0.18
1576, 0.49
1577, 0.18
1578, 0.11
1579, 0.51
1580, 0.21
1581, 0.41
1582, 0.21
1583, 0.90
1584, 0.42
1585, 0.80
1586, 0.15
1587, 0.49
1588, 0.96
1589, 0.36
1590, 0.67
1591, 0.12
1592, 0.21
1593, 0.31
1594, 0.60
1595, 0.47
1596, 0.24
1597, 0.89
1598, 0.23
1599, 0.10
1600, 0.46
1601, 0.87
1602, 0.20
1603, 0.21
1604, 0.23
1605, 0.24
1606, 0.53
1607, 0.13
1608, 0.10
1609, 0.08
1610, 0.33
1611, 0.45
1612, 0.33
1613, 0.14
1614, 0.08
1615, 0.23
1616, 0.42
1617, 0.53
1618, 0.09
1619, 0.78
1620, 0.49
1621, 1.00
1622, 0.28
1623, 0.35
1624, 0.41
1625, 0.26
1626, 0.26
1627, 0.20
1628, 0.09
1629, 0.30
1630, 0.56
1631, 0.36
1632, 0.75
1633, 0.76
1634, 0.20
1635, 0.57
1636, 0.13
1637, 0.40
1638, 0.36
1639, 0.15
1640, 0.34
1641, 0.07
1642, 0.55
1643, 0.22
1644, 0.59
1645, 0.27
1646, 0.91
1647, 0.68
1648, 0.28
1649, 0.40
1650, 0.35
1651, 0.53
1652, 0.35
1653, 0.10
1654, 0.71
1655, 0.22
1656, 0.32
1657, 0.14
1658, 0.44
1659, 0.06
1660, 0.21
1661, 0.46
1662, 0.24
1663, 0.18
1664, 0.71
1665, 0.23
1666, 0.14
1667, -0.00
1668, 0.44
1669, 0.33
1670, 0.83
1671, 0.30
1672, 0.34
1673, 0.27
1674, 0.35
1675, 0.72
1676, 0.72
1677, 0.15
1678, 0.12
1679, 0.16
1680, 0.55
1681, 0.30
1682, 0.64
1683, 0.34
1684, 0.26
1685, 0.32
1686, 0.55
1687, 0.01
1688, 0.20
1689, 0.28
1690, 0.05
1691, 0.46
1692, 0.83
1693, 0.63
1694, 0.82
1695, 0.28
1696, 0.31
1697, 0.27
1698, 0.61
1699, 0.19
1700, 0.39
1701, 0.15
1702, 0.41
1703, 0.11
1704, 0.81
1705, 0.86
1706, 0.57
1707, 0.02
1708, 0.33
1709, 0.11
1710, 0.43
1711, 0.18
1712, 0.32
1713, 0.56
1714, 0.58
1715, 0.51
1716, 0.47
1717, 0.34
1718, 0.12
1719, 0.20
1720, 0.34
1721, 0.39
1722, 0.16
1723, 0.17
1724, 0.41
1725, 0.21
1726, 0.95
1727, 0.20
1728, 0.73
1729, 0.28
1730, 0.09
1731, 0.03
1732, 0.27
1733, 0.41
1734, 0.07
1735, 0.55
1736, 0.14
1737, 0.26
1738, 0.36
1739, 0.20
1740, 0.21
1741, 0.38
1742, 0.27
1743, 0.50
1744, 0.39
1745, 0.03
1746, 0.52
1747, 0.61
1748, 0.70
1749, 0.41
1750, 0.12
1751, 0.32
1752, 0.11
1753, 0.37
1754, 0.06
1755, 0.06
1756, 0.41
1757, 0.46
1758, 0.13
1759, 0.28
1760, 0.40
1761, 0.28
1762, 0.38
1763, 0.34
1764, 0.22
1765, 0.52
1766, 0.22
1767, 0.72
1768, 0.31
1769, 0.70
1770, 0.33
1771, 0.30
1772, 0.11
1773, 0.18
1774, 0.62
1775, 0.52
1776, 0.81
1777, 0.31
1778, 0.25
1779, 0.51
1780, 0.09
1781, 0.57
1782, 0.44
1783, 0.02
1784, 0.48
1785, 0.15
1786, 0.17
1787, 0.18
1788, 0.53
1789, 0.09
1790, 0.19
1791, 0.30
1792, 0.24
1793, 0.52
1794, 0.20
1795, 0.32
1796, 0.35
1797, 0.36
1798, 0.18
1799, 0.33
1800, 0.06
1801, 0.81
1802, 0.28
1803, 0.05
1804, 0.39
1805, 0.64
1806, 0.26
1807, 0.45
1808, 0.16
1809, 0.30
1810, 0.43
1811, 0.38
1812, 0.42
1813, 0.40
1814, 0.86
1815, 0.26
1816, 0.13
1817, 0.76
1818, 0.61
1819, 0.47
1820, 0.17
1821, 0.32
1822, 0.44
1823, 0.30
1824, 0.04
1825, 0.51
1826, 0.08
1827, 0.33
1828, 0.78
1829, 0.86
1830, 0.18
1831, 0.07
1832, 0.25
1833, 0.37
1834, 0.24
1835, 0.20
1836, 0.60
1837, 0.07
1838, 0.81
1839, 0.74
1840, 0.44
1841, 0.23
1842, 0.23
1843, 0.25
1844, 0.82
1845, 0.76
1846, 0.10
1847, 0.30
1848, 0.32
1849, 0.41
1850, 0.06
1851, 0.15
1852, 0.61
1853, 0.02
1854, 0.22
1855, 0.72
1856, 0.27
1857, 0.46
1858, 0.26
1859, 0.52
1860, 0.21
1861, 0.15
1862, 0.19
1863, 0.35
1864, 0.27
1865, 0.09
1866, 0.39
1867, 0.13
1868, 0.52
1869, 0.84
1870, 0.22
1871, 0.35
1872, 0.29
